,Date,Review_Score,Name,Review_Text
677,"January 11, 2017",1,William Roche,Crashed...
678,"October 7, 2016",5,Iselin Jolanda Karlsen,
679,"September 27, 2016",1,Amin Lotfi,
680,"September 16, 2016",1,nica duremdes,
681,"October 1, 2016",1,Mindaugas,Can't log in with lg g3
682,"August 4, 2016",2,Daniel Yttergård,
683,"November 2, 2017",3,Ron,
684,"October 29, 2016",1,Sander Ellerås,
685,"August 12, 2017",1,That Guy From Norway,
686,"July 9, 2017",5,Hollem Dürbeck,
687,"February 21, 2016",1,Christopher Leachman,Går ikke å betale regninger.Hva f er poenget da?!  At DNB ikke klarer å lage en løsning som fungerer skikkelig er bare trist. Hvem som har ansvar for dette har sovet i timen. VÅKNE OPP! Inntil videre fortsetter jeg med Nordea.
688,"February 16, 2016",1,Sheyma Ettefagh,"The app hasn't been working properly for the past few weeks, and now after the recent update it doesn't work at all. The DNB website doesn't work either. Please fix it, we have bills to pay. Thanks."
689,"April 19, 2016",1,Andreas Krøvel,"Det var vist en tabbe å bytte bank, DNB kjem ikkje til å bli brukt som daglegbank."
690,"March 21, 2016",2,Claus Ibsen,"Står bare med logo, komme seg ikke inn"
691,"May 6, 2016",2,Sam Sung,
692,"March 1, 2016",1,August Aalerud,"Alt ser helt flott ut, helt til jeg skal logge inn på mobilbanken, hvorpå jeg settes til DnB.no og mobil på nett-bank. Hva skal man med en app da???"
693,"April 11, 2016",1,Kristian Mastad,
694,"August 23, 2016",3,lemma tufa,
695,"March 3, 2016",1,Daniel Svensson,Kommer inte förbi startbilden med DNB logon.. HTC One M8
696,"February 27, 2016",1,Torbjørn Rostad-Hole,Bedre å bruke nettbank i chrome på android enn appen
697,"May 2, 2016",1,Tom-Erik Thorbeck,Etter logo laster blir bildet helt sort.
698,"February 18, 2016",1,Kasra Bahadori,Iphone x10 &gt; Android
699,"September 27, 2016",1,Tonje Müller,
700,"May 8, 2016",3,Jan-erik Jansen,
701,"December 7, 2015",1,Joleif Tolleshaug,"Hva er det med DNB og tekniske løsninger? Hvordan kan man ha en bank app uten mulighet til å betale regninger, se innestående fond, se boliglånet sitt mm? Det lille appen gjør er uoversiktlig og rotete. I stedet er det masse [for noen, ikke meg] nice to have løsninger som veihjelp, men altså ikke ba...Full Review"
702,"November 11, 2015",1,Martin P. Hoff,Sammenlignet med feks Skandiabanken sin app så er dette ikke en bank-app i dete hele tatt. Bare et skall foran den webbaserte mobilbanken. Snart 2016 DnB... Våkn opp! ;)
703,"December 14, 2015",1,Private Name,"Som flere påpeker, det er kun et skall for nettbank i webbrowseren, ikke egentlig en skikkelig app. Hva trenger man snarvei til veihjelp for når man skal håndtere kontoer? Eneste funksjonen som er grei å ha er live saldo, da slipper man å sende sms for å sjekke. Men om man skal overføre må man forts...Full Review"
704,"November 4, 2015",1,Erik Blake,"I gave up using it after logging in 7 times in 20 min. Pressing most selections gives the dreaded ""du er nu logget ut"" message."
705,"October 20, 2015",4,Claus Dohrn,Xperia Z2 and Z3 freezing on splashscreen after update to 5.1.1.  Remedied by uninstalling and reinstalling app.
706,"October 26, 2015",1,Gunnar Florus,Too intrusive permissions. Stick to banking and get that right
707,"October 28, 2015",1,Bjørn Askild Nordbø,"Har ingen brukbare funksjoner, burde ha undertittel på play store, logg inn i nettbank heller."
708,"November 29, 2015",1,Karl B. Vederhus,Appen er dårlig. Det er ikke en app for Norges største bank. Kom igjen!
709,"December 10, 2015",1,Andrè Ingar Sørensen,Can not log in what so ever. Please stop using cheap indian labour to do important bits like this... changing bank!
710,"October 15, 2015",1,A Google user,
711,"October 8, 2015",5,A Google user,Very useful and practical
712,"December 17, 2015",1,Chris Williams,
713,"October 8, 2015",3,Jakub Kuliga,
714,"December 3, 2015",1,Raymond Pettersen,Totalt unyttig.
715,"September 25, 2015",1,Trond Blesvik,
716,"November 24, 2017",1,Thea Hansen,
717,"August 18, 2015",4,Karl Mathias Moberg,"Solid app, som fungerer bra, men begynner å bli på tide med en design update til material design, og støtte for Android Wear, som har blitt lovet siden Januar."
718,"August 15, 2015",1,Adam David,"the app is not practical at all, learn something from the skandiabanken app, The biggest bank in Norway it's a shame to have a bad app like this"
719,"February 5, 2019",1,MoahIsse96,
720,"September 24, 2016",1,Aproniana Celades Saether,
721,"July 17, 2015",1,kaffepause,
722,"November 27, 2017",3,David Miguel Brevik-Ribeiro,
723,"August 1, 2015",1,Jørgen Sveli,Viser ikke engang kontonummeret på brukskontoen.
724,"July 27, 2015",3,Freerunning & Parkour,Får ikke overført penger mellom kontoer
725,"June 27, 2015",1,Alexander Yakushev,
726,"June 23, 2015",1,Erik Lyng,
727,"February 25, 2016",1,Igor Priladyshev,Dårlig
728,"April 14, 2015",1,Andrejs Pankins,"For quick balance need add full authorization. Mobile layout very bad. etc etc etc  Review Swedbank app and learn ""How it's work"" !"
729,"April 8, 2015",2,Christoffer Wulf Hjørnevik,"Greit nok for rask saldo oversikt, men mangler de fleste funksjoner samt. kredittkort."
730,"March 22, 2014",1,Omar R. L.,En app må gjøre mer enn å bare sende meg til mobilsiden i nettleseren og kunne lage sms for meg for at den skal gi verdi. Jeg har ikke behov for en app for å finne nærmeste DnB filial eller å regne ut valutakurs. Google gjør begge deler raskere.   Dette kombinert med at appen vil ha innsyn i samtale...Full Review
731,"March 12, 2014",1,A Google user,"Having been an avid user of the mobilbank, I was disappointed to see the app became nothing more than a link to the mobile site for DNB. After being in contact with DNB, I soon.found out it was so I could look at my invoices - something I never used, and probably never will. Average app ruined."
732,"August 29, 2014",2,Kim Kaspersen,"With the recent change in the mobile bank, it is now more difficult to get a quick overview of my account, because all the letters are now so big that I have to scroll all the time. To get an overview, I need to have everything on the screen at once. Let me zoom out please!"
733,"November 3, 2014",4,A Google user,"Except that the app look like something developed for iOS, in the 70's, it works OK. Does what it says."
734,"January 19, 2015",1,Michal Ondik,I was using this app and now I cannot dont know what happend pls fix it! It saying its not compatible
735,"February 20, 2014",1,A Google user,"Hvorfor skal DnB vite hvem jeg har ringt? Selve appen er det ingenting i veien med, jeg får gjort det jeg skal men skulle ønske at man kunne håndtere fond og ikke bare konti. Med litt mindre snokete holdning til personvern kunne dette vært en topp app."
736,"March 17, 2019",1,Ronny Rosnes,"Denne appen har blitt et mareritt etter fornyelsen. Stopper konstant ved innlogging og bekreftelse av betalinger med Mobil ID. Jeg syntes innlogging med pin var en perfekt løsning og hvorfor må betalinger bekreftes med id når man gjør det ved innlogging, aldri skjønt den, ikke på nettbank heller det vil jo igrunn bare bekrefte at den første identifiseringen ikke var sikker men det er nå en helt annen sak. App avinnstallert."
737,"April 19, 2014",3,Vegard Manvik,
738,"May 26, 2014",3,A Google user,"Sluttet plutselig å virke med mobildata. Appen blir ikke oppdatert, oppdateres kun med Wi-Fi. Vær så snill fiks."
739,"February 27, 2014",2,Cato G,"Hvorfor de lar banken åpne seg i nettleser er bak mål. Før var det også ekstremt irriterende at de satte tilbake knappen til å stenge aktiviteten i stede for å gå tilbake i webviewet... Nå må dere lage en brukbar app snart, dette holder ikke....."
740,"January 11, 2015",2,A Google user,Hardly any point to the app as you have to open the webbrowser do do anything at all. Clearly very low priority for the biggest bank of Norway..
741,"February 13, 2015",3,A Google user,
742,"March 18, 2014",1,Thomas Kjeldahl Nilsson,"Vel dette ble jo brått stoppet allerede ved innlogging. Appen ber meg om en ""personlig kode på 4 siffer"" i tillegg til engangskoden. Vel, min personlige kode jeg bruker på web-versjonen er 8 siffer, ikke 4. Appen ser derfor ikke ut til å la meg logge inn. Bah."
743,"December 19, 2014",1,Andrzej Kawa,"Does nothing, just redirecting to website, which is not working. All dnb is a craphole"
744,"November 14, 2014",1,VX KIM D.,Please update for the Andriod 5.0 lollipop. Also change the UI with material designe! Cant even log in.
745,"April 27, 2014",4,Christian Carlén,Passelig misfornøyd med at mobilbanken åpnes i browser.  Likte det veldig godt med i appen. Til tross for dette gjør den akkurat som den skal.
746,"June 11, 2018",1,A Google user,"Fortsatt en utrolig utdatert og dårlig designet app. Mer eller mindre 
direkte portert fra en gammel iOS-versjon av DNB-appen. Ikke er den 
kompilert mot nyere Android-versjoner så runtime permissions er bare å 
glemme. Heldigvis tvinger snart Google alle til å oppdatere appene 
skikkelig så da må DNB ta noen grep. Dette er for dårlig."
747,"March 6, 2014",1,Ronny Thowsen,"Virker ikke i det hele tatt.... HTC one. Får opp førstesiden, men den vil ikke gå videre når jeg trykker bekreft på personnummer.... :/"
748,"February 23, 2014",2,Maarten Papo,Det ser ut at denne app er nå ikke mye mer enn en link til nettsiden av DnB...
749,"February 18, 2015",1,A Google user,
750,"December 21, 2014",1,Mikael Olsen,"Latterlig dårlig design, skulle ønske jeg kunne gi null stjerner. At appen er treg hjelper heller ikke."
751,"November 29, 2014",1,Tal Pe'er,Big problem for me
752,"October 7, 2014",3,Maarten V.,Is the app secure? I can just go in the app without logging in... No password needed to see my details.
753,"August 7, 2014",2,A Google user,"Appen kan være grei å se på fra tid til annen for å sjekke saldo. Men utover dette har man lite bruk for appen. For å bruke mobilbank må man bruke nettleseren og for raske overføringer må man bruke sms. Den har tilgang til for mye informasjon fra mobilen. Den burde også hatt et ""min økonomi"" liknend...Full Review"
754,"February 15, 2015",1,Salah Waisi,Jeg får melding om manglende tilkobling og minst halvparten av funksjonene krever dnb.no. Styr unna.
755,"February 20, 2014",5,Nadeem Qureshi,Hvorfor ønsker appen plutselig tilgang til anropsloggen min? :)
756,"February 23, 2014",1,Håvard Geithus,Network error.
757,"March 19, 2014",1,Per Egil Kristiansen,More Android devices should be supported.
758,"September 3, 2014",3,Stefan M. Gulbrandsen,Jeg savner mer flyt i app bruk
759,"September 2, 2014",4,Konstantin Loginov,Not so bad mobile client
760,"August 22, 2014",4,Abraham Boayue,This app is highly reliable and secured.  Must have!
761,"December 28, 2014",4,Magnus M,
762,"July 8, 2014",5,Paulius K,5 stars
763,"August 6, 2014",5,Hamidullahafg Ahmadzai,
764,"September 7, 2014",5,Esama Esim,Love it
765,"February 21, 2014",5,David Keane,
766,"February 10, 2014",1,Artur S,Became laggy. Even after reinstalation. Stuck on white screen after typing pin Cannot use bank on mobile.
767,"September 30, 2013",5,Olegs Pavlukovskis,Denne appen er det beste som har skjedd siden smart phone!
768,"January 21, 2014",2,Anders Marstrander,"Denne er brukbar på min Galaxy S4, men mangler støtte for nettbrett og har noen irriterende bugs og mangler som trekker endel ned. Oppdateres dessverre alt for sjeldent - så enten har DNB en bitte liten utviklingsavdeling eller så holder de på med en ""major rework"""
769,"September 26, 2013",4,Morten Nygaard Åsnes,Etter siste oppdatering (2013-09-26) virker den OK igjen.
770,"March 1, 2014",1,Bjørn Krogh Robak,"I den siste oppdateringen ønsker appen tilgang til samtalelogg og kontaktliste, noe jeg ikke ser poenget for..?"
771,"February 22, 2014",1,Philip Meholm,En slik app trenger ikke lese mine kontrakter eller min samtalelogg.
772,"November 12, 2013",1,Eirin Tunheim,Feil code[7] hver gang jeg åpner det.
773,"February 20, 2014",4,A Google user,Håper på flere tjenester slik som man finner i full nettbank på web.
774,"December 14, 2013",3,Wilhelm Holmen,For mange begrensninger i mobilbanken og design/gui er lite tiltalende
775,"December 19, 2013",4,Alessandro Zanini,since last update
776,"January 8, 2014",5,Eddy Black,Very good tool
777,"January 6, 2014",5,Worshipper LL,
778,"February 22, 2014",4,A Google user,
779,"September 24, 2013",1,Svend Christian Bodin,Jeg blir ikke fornøyd når jeg må reinstallere appen for at den skal fungere etter oppdatering. Og i tillegg miste alle innstillingene. Dette burde ikke vært nødvendig.
780,"September 24, 2013",1,Laurynas Randis,Etter oppdatering virker ikke!!!
781,"September 24, 2013",1,Anders Olaus Granerud,
782,"August 28, 2013",3,A Google user,"Bra førsteinntrykk men har låst seg på meg flere titalls ganger i løpet av de to ukene jeg har brukt den. Litt forvirrende med knappen ""Mobilbank"" som ser ut å være en tilslørt shortcut til DnB sine nettbank websider, og ikke egentlig en del av appen. Med dette kan man si at appen gjør ikke flestepa...Full Review"
783,"September 19, 2013",1,Alex Aune,"""Det har oppstått en feil."" 'Nuff said. DNB, skjerp dere. Av alle nettbank-apper jeg har testet er denne den desidert dårligste og mest ustabile."
784,"September 25, 2013",4,Anders Halden,"Applikasjonen fungerer greit på min Samsung Galaxy Note II. Autentisering med BankID på mobil (OTP) fungerer ikke alltid. Den gjør jobben hvis du kun skal sjekke saldo og transaksjoner, eller godkjenne en eFaktura for betaling."
785,"August 28, 2013",2,Alex C,Mobilbank funker ikke med netcom kan dere fikse det ?
786,"August 1, 2013",5,Husein Mohamed Ali,
787,"June 3, 2013",1,Sarfraz Khan,Hvorfor DnB trenger tilgang til mitt kamera og WiFi nettverk og USB lagring osv???
788,"May 21, 2013",4,A Google user,"Appen fungerer ikke med ICE. Fungerer i browseren, men er elendig i forhold til f.eks. Skandiabanken."
789,"June 19, 2013",1,Robin Liland Grimsby,
790,"May 22, 2013",2,Christian Klæbo,"Jeg burde så absolutt bli logget ut av banken umiddelbart, uansett på hvilken måte jeg forlater appen!"
791,"May 16, 2013",4,Sigurd Albrektsen,Den nye oppdateringen gir mange funksjoner jeg savnet tidligere. Ikke støtte til tableten min (Asus Transformer Pad TF700T) trekker ned.
792,"April 9, 2013",4,Odd Henriksen,"What initially motivated me to write a review was the anger and disappointment I felt when I read that the latest version does not run on rooted devices. However, it DOES run without restrictions on my device, even though it is indeed ""rooted"". Therefore, I will rather focus my energy on saying that...Full Review"
793,"April 25, 2013",4,Anders Iver Gjermo,
794,"February 27, 2013",1,Min Greig,Really disappointed to download the android app and find the same issue as the iPhone version.  This one also will not allow me to do transfers or payments. Dnb's support people really didn't try to resolve the iphone issue and eventually blamed my phone snf advised me to take it bavk to the  shop! ...Full Review
795,"February 13, 2013",3,Fabian Åhrberg,Cant transfer money to my superspar or my swedish account. Quite useless because of it as these are the only transfers i do
796,"January 20, 2013",3,Awel Seid,Not easy to log in. Slow. Please fix it. Hope u norsk guys can do it. :-)
797,"April 9, 2013",5,Cedric Jucker,I can now see my balance on all account without connecting to the NetBank app. Fantastic.
798,"May 1, 2013",5,Tadas Balse,Brabra
799,"January 20, 2013",1,Stian Skjelstad,"Ikke tilgang til efaktura grunnlag,  så f.eks Mastercard regninger må du gjette hva beløp du skal betale.   Dårlig tilgang til informasjon om dine lån og Mastercard.  Krever tilgang til din GPS? Krever tilgang til å kunne bruke kamera uten din kjennskap. Dette et normalt ting som spyware ville ha kr...Full Review"
800,"October 10, 2012",1,A Google user,Går gjennom alle sikkerhetsrutinene men isteden fot å logge seg in kommer den tilbake til starten!!! Typisk norsk
801,"October 17, 2012",1,A Google user,Veldig treg og mobilen min crasha flere ganger pga appen! Det er bedre med netbanking i browsern :-(
802,"September 20, 2012",4,A Google user,"Samsung Note, Telenor -  Engelsk versjon. -  En enklere måte å komme seg helt ut av appen på (ikke bare utlogging av mob.banken, men stenge appen helt) -  Mulighet for overføring av kreditt fra MasterCard til annen konto (dette må jeg fremdeles gjøre i nettbanken)  Enkelte har påpekt at sending av s...Full Review"
803,"July 21, 2012",3,A Google user,"innlogging går tregt, får ofte web page not available selv med god dekning eller wifi. trykkfelt spesielt for liste av kontoer og valg på hovedmeny er for små/smale for oss med store hender så lett å trykke feil; savner mulighet for å zoome. funksjonalitet er helt grei"
804,"August 15, 2012",1,A Google user,Bortkastet tid og en generelt dårlig app never the less the smooth design.
805,"July 19, 2012",1,A Google user,Nærmest ubrukelig
806,"June 22, 2012",1,A Google user,The window with confirmation code never appears so it's impossible to login. Samsung google nexus / ice cream sandwich
807,"June 13, 2012",5,A Google user,
808,"June 8, 2012",2,A Google user,
809,"June 6, 2012",1,A Google user,"Fungerer ikke... Kom så langt som til inloggingsbilde, men når man trykker logg inn, virker det som om neste prosess bare går i loop og man må mare force close appen.  Utrolig at dette kan være en offisiell app fra et så stort firma som DNB."
810,"June 13, 2012",1,A Google user,
811,"June 6, 2012",1,A Google user,"Autentiseringen via BankID går ok, men blir ikke dirigert videre inn i banken. Appen blir jo rimelig ubrukelig da. Har Samsung Galaxy S"
812,"February 10, 2012",1,A Google user,
813,"May 13, 2012",1,A Google user,Funker dårlig.
814,"December 14, 2011",1,A Google user,Hadde forventet mer fra norges største bank. Fungerer ikke I android 4.0 og utvikleren er arrogant
815,"November 13, 2011",1,A Google user,Har fortsatt «mock locations» som sikkert har blitt brukt under utvikling - skal ikke brukes i en ferdig versjon. Og hvorfor change wifi state?
816,"November 24, 2011",1,A Google user,Ikke noe annet enn snarveier til SMS saldo og mobil-internettsider. Poengløst å bruke 6 mb lagringsplass på dette.
817,"February 3, 2012",5,A Google user,Skjønner ikke hva de før meg klager på. Den fungerer jo helt supert. Redder dagen :)
818,"January 30, 2012",1,A Google user,Forventet mer av Norges største bank!
819,"December 11, 2011",1,A Google user,Hopp over denne applikasjonen.
820,"January 2, 2012",1,A Google user,Treg mobilbank...
821,"December 1, 2011",1,A Google user,
822,"December 3, 2011",1,A Google user,
823,"July 21, 2011",2,A Google user,
824,"March 8, 2011",2,A Google user,
825,"September 5, 2011",3,A Google user,
826,"December 12, 2011",1,A Google user,Alle reviews / kommentarer sier det meste...
827,"April 15, 2011",5,A Google user,
828,"January 3, 2011",1,A Google user,
829,"December 23, 2010",5,A Google user,
830,"February 8, 2011",2,A Google user,
831,"December 25, 2010",5,A Google user,
832,"December 22, 2010",5,A Google user,
833,"September 6, 2017",1,Heneve Mae Magto,
834,"June 21, 2013",5,Thor Undseth,Happy with being able to contact the underworld with this app. The lobster function didnt work as expected though.  If they build in NFC support it would be 10/10.
835,"July 16, 2017",1,Albert Romero,
836,"February 20, 2014",1,Morten Torstensen,Access my call log? Get outta here! Use the browser? I can open that myself! Uninstalled!
837,"April 3, 2019",1,Erlend Hammer,
838,"February 4, 2019",1,Blue Gintaro,
839,"February 13, 2019",1,A Google user,
840,"March 13, 2019",2,Skelly,
841,"October 13, 2016",2,A Google user,Since then it has only gotten worse. I really hope they are working on a complete refresh.
842,"July 29, 2017",2,Krystian Trm,
843,"February 10, 2013",1,Francis Smits,When I try and install the Android app it says that it is incompatible. This hardware has been on the market for 6 months at least. It appears that DNB is not really up with the times!!!
844,"May 6, 2019",4,Johan Abdullah Holm,"Helt sluttet å virke etter nyeste oppdatering. Gir bare feilmelding etter at jeg taster inn fødselsdagen. (får feil 1010) Edit: jeg tok kontakt med kundeservice og det var hyggelig. Men kan fremdeles ikke bruke appen i det hele tatt. Nettleser fungerer fremdeles, men venter med å oppdatere stjernene...Full Review"
845,"September 10, 2018",1,Stig Are Salemonsen,Norges største bank har Norges værste app! Forlater snart DnB til fordel for Nordea. De har skjønt at 90% av brukerne benytter seg av mobile tjenester...
846,"August 20, 2017",1,Phat Tuan Luong,
847,"September 16, 2015",1,Mathieu Henri,"Sorry, you can not get access to my camera, photos, contacts,... Not going to install under these terms"
848,"September 30, 2016",1,Mani Mir,Har ikke dnb tid for sine kunder? Fiks dette for guds skyld
849,"July 28, 2018",1,Helge Holm,"Det bør ikke være nødvendig å be om tilgang til kontakter, kamera og alt 
mellom himmel og jord."
850,"January 27, 2019",1,A Google user,
851,"September 26, 2015",2,Grecia Bate,It mysteriously stopped working
852,"November 30, 2017",1,Tommy Fosland,
853,"February 28, 2019",1,Aina Småvik,"Jeg kan ikke bruke denne appen da den påstår at mobilen er rootet, noe den IKKE er. Mobilen er splitter ny, og andre dedikerte apper for å sjekke om den er rootet avkrefter også at den skulle være det."
854,"March 6, 2018",1,Paul Spee,It's a pathetic useless app. Wouldn't even wipe my @s with it.
855,"January 28, 2019",1,Marv Rourke,
856,"April 19, 2019",1,Walter Wold,
857,"December 1, 2017",1,Raad Mirza,
858,"January 26, 2019",4,Johan Dyrhaug,"Syns det er en bra ting at man må logge inn når så mye funksjonalitet ligger i appen og med biometrics er ikke dette noe problem. Appen har en widget for de som bare vil se saldo, men denne syns jeg burde inkludere muligheten til å endre bakgrunnsfarge på (mørk) eller gjøres gjennomsiktig for å matc...Full Review"
859,"May 23, 2019",1,A Google user,"Får ikke mulighet med fingeravtrykk på min Pixel 1-mobil, kræsjer når man skal betale faktura (ren kræsj, ikke noe feilmelding) og ikke mulig å se saldo uten å logge inn via bankid (da fingeravtrykk ikke er mulig). Fingeravtrykk fungerer i DNB Spare-appen men ikke bank-appen."
860,"January 17, 2018",1,Kalle Klovn,
861,"January 23, 2019",1,A Google user,Brukte før til å sjekke saldo. Nå er det stort sett krasj under login. På tide med ny bank.
862,"March 16, 2019",1,Osse Mon,
863,"February 4, 2019",1,Ken Falleth,"Tlf kræsjer ved oppstart av app, må av installere, og installere på nytt. Men det vare gjentar seg..."
864,"May 11, 2013",1,Yaniv Cohen,Does not compatible with galaxy note 10.1
865,"October 20, 2016",1,Morten Kristiansen,Fått ny mobil og når jeg nå prøver å aktivere app med fødselsnr skjer det ingenting??
866,"January 29, 2019",1,sara martinsen,
867,"February 10, 2019",1,Sebastian Skaug,"Spar meg for denne helvetes hore appen! Reee. Neida, joda. Krasjer 9/10 ganger..."
868,"June 13, 2017",1,Janid Inayat,
869,"June 18, 2018",2,A Google user,"When shall we expect to have the fingerprint login feature? iOS has it, why 
not Android?"
870,"July 28, 2017",1,NightmareMutant1337,
871,"July 24, 2012",4,A Google user,Works fine but can be sluggish.
872,"December 27, 2012",2,Night Hawk,Tydelig at di har monopol
873,"October 10, 2016",1,Mahad Omar,
874,"January 25, 2019",1,A Google user,
875,"January 28, 2019",1,A Google user,
876,"January 2, 2016",1,Roger Jørgensen,
877,"February 15, 2019",1,A Google user,
878,"August 29, 2015",4,Benjamin Nilsen,"Enkelt, men å overføre suger"
879,"March 18, 2019",1,Jonathan Lars Rodseth,
880,"March 15, 2019",2,A Google user,
881,"November 30, 2017",1,Tony Vu Pham,
882,"March 7, 2014",1,job darwin,Read call log and the contacts? WTF?
883,"June 28, 2013",1,Kent Roger,Ta bilder? Seriøst?
884,"April 16, 2018",1,magnus,Outdated app .
885,"June 27, 2013",5,Helene and Leon Mwazange,"Works great. Now, where's the tablet version?"
886,"March 31, 2019",1,A Google user,
887,"September 4, 2015",5,Saulius R,Easy access to your account
888,"March 2, 2019",1,Beno 95,
889,"May 31, 2012",1,A Google user,Useless!!!!! LOL
890,"April 2, 2019",1,Jørgen Anda,
891,"May 31, 2015",5,A Google user,
892,"April 27, 2015",5,Chris Cowdrey,Best app ever
893,"October 3, 2013",4,lecel tusoy,Great!
894,"March 6, 2013",5,Eric Von Gariando,Superb
895,"October 16, 2012",5,A Google user,Nice
896,"October 29, 2016",5,Elizabeth R. Coomber,EXCELLENT
